iteration,AcidRed871_0gL,L-Cysteine-50gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,target,Hypothesis
53,0.0,1.25,0.0,2.25,0.0,2.2,0.0,0.0,0.0,0.75,3.490224900963733,Global
54,0.0,1.25,0.0,0.25,0.5,4.4,0.0,0.25,0.0,0.75,3.2629635135159827,Global
55,0.5,1.0,0.5,0.0,0.5,5.0,0.75,0.25,0.0,0.75,0.0569682167170559,What they knew
56,0.0,2.25,0.0,1.0,0.0,5.0,0.75,0.0,0.0,0.0,3.2676219769347923,What they knew
57,0.0,0.75,0.25,1.0,0.75,4.0,1.0,0.0,0.0,0.0,1.4738958339278894,Global
58,0.0,0.75,0.0,1.25,0.25,4.2,0.75,0.0,0.25,0.5,8.321120872486468,Global
59,0.0,1.5,0.0,0.0,0.5,3.8,0.5,0.0,0.25,0.5,8.150811161796186,Global
60,0.0,0.25,0.0,0.75,0.5,3.4000000000000004,0.75,0.25,0.0,0.5,1.5512304955520584,Global
61,0.25,1.5,0.0,0.0,0.75,4.0,0.5,0.0,0.0,0.75,6.25175151869474,Global
62,0.0,1.0,0.25,0.0,3.0,5.0,0.5,0.0,0.0,0.0,0.3411426534934542,What they knew
63,0.0,1.5,0.0,0.0,1.25,5.0,0.5,0.25,0.5,0.25,0.8283840385605286,What they knew
64,0.0,0.75,0.0,0.25,1.0,4.6,0.5,0.0,0.0,0.5,11.81204511517782,Global
65,0.0,1.75,0.0,0.5,0.25,3.4000000000000004,0.25,0.0,0.0,0.25,9.445137787276476,Global
66,0.0,3.5,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,6.350505896606133,Global
67,0.0,0.5,0.0,0.75,1.75,4.800000000000001,0.5,0.0,0.0,0.25,2.18231597353064,Global
68,0.0,0.25,0.0,0.75,1.0,4.4,0.25,0.0,0.0,0.25,7.137374061436458,Global
69,0.0,1.0,0.0,0.0,2.75,5.0,0.5,0.25,0.0,0.0,0.5567739283778377,What they knew
70,0.0,1.5,0.0,0.0,0.0,5.0,0.5,0.0,0.0,0.5,6.348748038541478,What they knew
71,0.0,3.5,0.0,0.25,0.0,1.8,0.25,0.0,0.0,0.0,5.617408059955967,Global
72,0.0,2.0,0.0,0.5,0.0,2.4000000000000004,0.25,0.0,0.25,0.25,4.097520243126233,Global
73,0.0,1.0,0.0,1.0,0.75,4.6,0.25,0.0,0.0,0.0,17.771662348915054,Global
74,0.0,0.25,0.0,0.25,0.5,1.8,0.0,0.25,0.25,1.25,0.8752149813238197,Global
75,0.0,1.0,0.0,0.0,1.5,3.4000000000000004,0.25,0.0,0.0,0.5,7.602269661914144,Global
76,0.0,1.5,0.0,0.0,0.0,5.0,0.5,0.25,0.0,1.25,1.4826312761947715,What they knew
77,0.0,1.5,0.0,0.0,0.0,5.0,0.5,0.0,0.0,0.25,5.808378871870069,What they knew
78,0.0,3.5,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,8.061999263440873,Global
79,0.0,3.5,0.0,0.0,0.25,1.2,0.0,0.0,0.0,0.25,8.367452825869886,Global
80,0.0,3.0,0.0,0.0,0.25,1.2,0.0,0.0,0.0,0.0,6.604690117538151,Global
81,0.0,3.25,0.0,0.0,0.25,1.4,0.0,0.0,0.0,0.0,7.886569340004279,Global
82,0.0,0.0,0.0,1.25,0.0,3.2,0.75,0.0,0.0,0.75,1.9654668198569727,Global
83,0.0,1.5,0.0,0.0,0.0,5.0,0.5,0.0,0.0,2.5,4.310265114735741,What they knew
84,0.25,1.5,0.0,0.0,1.0,5.0,0.5,0.0,0.0,0.0,5.256910012503796,What they knew
85,0.0,3.25,0.0,0.0,0.25,1.2,0.0,0.0,0.0,0.0,7.530276792884948,Global
86,0.0,1.25,0.25,1.0,0.75,3.6,0.0,0.0,0.25,0.5,2.172834182183704,Global
87,0.0,3.5,0.0,0.0,0.5,1.6,0.0,0.0,0.0,0.0,11.272162364948954,Global
88,0.0,3.5,0.0,0.0,0.5,1.8,0.0,0.0,0.0,0.0,11.740753165306508,Global
89,0.0,3.5,0.0,0.0,0.5,2.2,0.0,0.0,0.0,0.0,12.496255459143178,Global
90,0.0,1.25,0.0,0.0,2.0,5.0,0.25,0.0,0.0,0.25,9.057038346957931,What they knew
91,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.84387082355067,What they knew
92,0.0,1.5,0.0,0.75,0.5,4.4,0.0,0.0,0.0,1.0,16.896889244383683,Global
93,0.0,3.25,0.0,0.0,0.5,2.4000000000000004,0.0,0.0,0.0,0.0,11.688183015094957,Global
94,0.0,0.5,0.0,0.75,0.5,1.0,0.75,0.0,0.0,1.25,1.382302817484493,Global
95,0.0,1.0,0.0,0.25,1.0,2.4000000000000004,1.25,0.0,0.25,0.25,1.762829327205474,Global
96,0.0,0.5,0.0,0.75,0.5,2.8,0.25,0.0,0.5,1.25,2.91093272959006,Global
97,0.0,1.0,0.0,0.0,0.0,5.0,0.25,0.0,0.0,0.0,4.49692383141738,What they knew
98,0.0,1.75,0.0,0.0,2.75,5.0,0.0,0.0,0.0,0.0,15.803927207318193,What they knew
99,0.0,1.75,0.0,0.0,2.5,4.800000000000001,0.0,0.0,0.0,0.0,18.4622607715935,Global
100,0.0,1.75,0.0,0.0,2.25,4.6,0.0,0.0,0.0,0.0,16.956757632789575,Global
101,0.25,1.75,0.0,1.5,0.25,3.4000000000000004,0.25,0.0,0.0,0.0,4.7477354683766775,Global
102,0.0,2.25,0.0,0.0,0.25,4.2,0.5,0.0,0.25,0.5,5.084070634749779,Global
103,0.25,1.0,0.0,0.0,0.5,4.800000000000001,0.0,0.0,0.0,2.0,6.165646983203626,Global
104,0.0,1.25,0.0,0.0,0.75,5.0,0.0,0.0,0.0,1.0,15.40488266100136,What they knew
105,0.0,1.25,0.0,0.0,2.0,5.0,0.0,0.0,0.75,0.5,0.7049642712990176,What they knew
